name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas
Queso gouda en lonchas ecológico Carrefour Bio 200 g.,"2,35 €",30 g,365 Kcal,1512 KJ,2 g,0 g,23 g
Arroz integral con quinoa para microondas Brillante pack de 2 unidades de 125 g.,"1,52 €",4 g,176 Kcal,739 KJ,0.30 g,27 g,4.30 g
Tila en bolsitas Pompadour 25 ud.,"2,35 €",0.1 g,1 Kcal,3 KJ,0.01 g,0.1 g,0.1 g
Alitas de pollo clásicas sabor barbacoa Carrefour Sensation 750 g,"4,99 €",12 g,189 Kcal,787 KJ,1.3 g,2.6 g,18 g
Caldo natural de pollo Aneto sin gluten y sin lactosa brik 1 l.,"3,95 €",0.3 g,7 Kcal,27 KJ,0.7 g,0.2 g,0.7 g
Clara de huevo pasteurizada Carrefour Classic' 1 l.,"2,69 €",0.3 g,49 Kcal,208 KJ,0.46 g,1 g,10.6 g
Salchichón Ibérico de Bellota 50% Raza Ibérica Valturra Ibéricos velita de 200 g,"4,25 €",38.6 g,457 Kcal,1896 KJ,3.65 g,3.1 g,24.4 g
Salsa bechamel Président pack de 2 briks de 250 ml.,"4,55 €",9 g,122 Kcal,506 KJ,0.55 g,7.2 g,3 g
Pechuga de pavo pieza Simply sin gluten sin lactosa 300 g.,"1,95 €",2 g,104 Kcal,437 KJ,2.6 g,9 g,11 g
Sardinillas en aceite de oliva contenido reducido de sal Cabo de Peñas 60 g.,"1,95 €",28.4 g,332 Kcal,1376 KJ,0.33 g,0.0 g,19.1 g
Boquerones en vinagre con aceite de oliva virgen extra Lorea 55 g.,"3,55 €",6.2 g,147.0 Kcal,615.0 KJ,3.7 g,0.7 g,22.1 g
Chocolate con leche sin azúcar añadido Lindt sin gluten 100 g.,"3,49 €",37 g,510 Kcal,2142 KJ,0.3 g,52 g,7 g
Menú plato ABC pasta de letras a la boloñesa desde 1 año ecológico Hipp 250 g.,"3,59 €",2.0 g,70.0 Kcal,292.0 KJ,0.0 g,9.0 g,3.0 g
Chorizo ibérico de cebo en lonchas Juan Luna sin gluten 100 g,"2,40 €",38 g,450 Kcal,1884 KJ,3.4 g,1.8 g,26 g
Harina de trigo espelta integral Gallo Nature 1 kg.,"2,69 €",1.9 g,342 Kcal,1446 KJ,0.01 g,63 g,14 g
Sardinas en aceite de oliva bajo en sal Calvo 84 g.,"1,79 €",28 g,323 Kcal,1348 KJ,0.16 g,0 g,18 g
Sazonador para barbacoa Carmencita sin gluten 65 g.,"2,35 €",2.8 g,151 Kcal,630 KJ,52.8 g,17.7 g,4.5 g
Spaghetti al nero di sepia La Molisana 500 g.,"4,15 €",1.0 g,351.0 Kcal,1489.0 KJ,0.02 g,70.0 g,14.0 g
Sardinas en aceite de oliva virgen extra ecológico Cuca 85 g.,"3,05 €",38 g,406 Kcal,1678 KJ,0.8 g,0 g,16 g
Maíz dulce Cidacos sin lactosa pack de 3 unidades de 140 g.,"3,25 €",1.4 g,82 Kcal,344 KJ,0.5 g,14.0 g,2.5 g
Papilla infantil con cereales desde 4 meses ecológico Carrefour Baby Bio sin gluten 400 g.,"5,39 €",1.5 g,380 Kcal,1613 KJ,0.02 g,84 g,7 g
Pizza de salami Ristorante Dr. Oetker sin gluten sin lactosa 315 g.,"3,89 €",11 g,249 Kcal,1045 KJ,1.4 g,26 g,11 g
Aperitivo de patata sabor crema agria y cebolla Dipster Carrefour 175 g.,"2,15 €",25 g,496 Kcal,2076 KJ,1.3 g,62 g,4.3 g
Salteado verduras receta tradicional Findus-Salteados 500 g.,"3,89 €",0.3 g,36 Kcal,152 KJ,0.02 g,5.2 g,2 g
Tortitas de arroz integrales Carrefour 130 g.,"1,21 €",2.0 g,386.0 Kcal,1637.0 KJ,1.0 g,83.0 g,8.0 g
Tapa de Paleta de Cebo Ibérica 50% Raza Ibérica en lonchas Ibersierra sin gluten y sin lactosa 150 g,"8,90 €",27.0 g,378.0 Kcal,1572.0 KJ,3.4 g,0.7 g,33.0 g
Cerveza Amstel Radler con limón pack 12 latas 33 cl.,"8,99 €",0 g,41 Kcal,172 KJ,0.01 g,7.50 g,0 g
Queso mini de cabra bifidus Carrefour Extra 400 g,"9,15 €",37 g,419 Kcal,1734 KJ,1.3 g,1.6 g,21 g
Queso fresco Original Burgo de Arias pack de 2 unidades de 230 g.,"5,39 €",12 g,164 Kcal,682 KJ,0.89 g,3 g,11 g
Bífidus desnatado natural edulcorado Danone Activia pack de 16 unidades de 120 g.,"6,89 €",0.4 g,51 Kcal,215 KJ,0.15 g,7.0 g,3.9 g
Arroz integral largo Carrefour 1 kg.,"1,79 €",0.5 g,347 Kcal,1473 KJ,0.01 g,77 g,8.1 g
Galletas de Cacao Veganas Ecológicas La Granja 200 g,"3,79 €",22.0 g,487.0 Kcal,2040.0 KJ,0.57 g,63.0 g,6.8 g
Papilla infantil desde 6 meses 8 cereales galletas Gerber sin azúcar añadido 475 g.,"6,99 €",4.8 g,398.0 Kcal,1684.0 KJ,0.11 g,74.5 g,12.0 g
Natillas de vainilla Nestlé La Lechera pack de 4 unidades de 115 g.,"2,19 €",3 g,107 Kcal,451 KJ,0.19 g,17.1 g,3.0 g
Postre lácteo natural desde 6 meses Nestlé Yogolino sin gluten pack de 8 unidades de 100 g.,"5,59 €",2.7 g,79.0 Kcal,332.0 KJ,0.09 g,10.5 g,2.9 g
Lomos de merluza a la romana Pescanova 325 g.,"5,05 €",5.0 g,123 Kcal,518 KJ,0.58 g,7.9 g,11.7 g
Albóndigas con salsa de tomate Carretilla sin aceite de palma pack 2 unidades de 300 g.,"6,89 €",11.6 g,171 Kcal,713 KJ,1.51 g,7.6 g,8.5 g
Cerveza Franziskaner Dunkel botella 50 cl.,"1,64 €",0 g,45 Kcal,188 KJ,0 g,3.6 g,0.5 g
Yogur con fresas Pastoret sin gluten 125 g.,"1,08 €",3.1 g,96.0 Kcal,403.0 KJ,0.1 g,12.1 g,4.2 g
Chicles sabor fresa  Orbit 4 paquetes de 10 ud.,"3,69 €",0 g,172 Kcal,715 KJ,0 g,69.80 g,0 g
Tomate y pimiento verde Classic Carrefour 400 g.,"1,67 €",0.5 g,21 Kcal,90 KJ,0.7 g,4.5 g,0.5 g
Galletas María dorada Gullón pack de 3 unidades de 200 g.,"2,35 €",19 g,480 Kcal,2015 KJ,0.68 g,70 g,6.3 g
Batido de cacao Energy Cola Cao pack de 9 botellas de 188 ml.,"5,95 €",0.8 g,65 Kcal,274 KJ,0.18 g,11 g,3.3 g
Cerveza El Águila sin filtrar botella 33 cl.,"0,99 €",0 g,49 Kcal,205 KJ,0.01 g,4.2 g,0.5 g
Postre delicias de toffee Nestlé La Lechera pack de 2 unidades de 125 g.,"1,59 €",5.4 g,147 Kcal,616 KJ,0.23 g,21 g,3.5 g
Gelatina de sabores Carrefour sin gluten pack de 6 unidades de 100 g.,"0,94 €",0 g,76 Kcal,323 KJ,0.2 g,19 g,0 g
Masa fresca para empanada Casa Tarradellas 230 g.,"1,45 €",18.7 g,362 Kcal,1515 KJ,1.2 g,43 g,5.4 g
Tamnavulin Whisky,"23,60 €",0 g,221 Kcal,925 KJ,,0 g,0 g
Kéfir de cabra Granja Noé 750 ml.,"4,49 €",4 g,76 Kcal,314 KJ,0 g,5 g,4 g
Chocolate con leche relleno sabor caramelo con flor de sal Carrefour 125 g.,"1,69 €",25.0 g,497.0 Kcal,2079.0 KJ,0.43 g,61.0 g,6.4 g
Pechuga de pavo en lonchas Campofrío sin gluten y sin lactosa 70 g.,"0,99 €",1 g,81 Kcal,343 KJ,2.4 g,4 g,14 g
Chocolate negro y galleta Nestlé Jungly 125 g.,"1,84 €",30.5 g,531 Kcal,2216 KJ,0.06 g,54.7 g,6.2 g
Cerveza Estrella Galicia especial botella 66 cl.,"2,19 €",0 g,47 Kcal,197 KJ,0 g,3.5 g,0 g
Monster Reserve White Bebida Energética Pineapple lata 50 cl.,"1,79 €",0 g,27 Kcal,113 KJ,0.19 g,6.8 g,0 g
Leche fermentada desnatada natural sin azúcar añadido Danone Vitalinea pack de 4 unidades de 120 g.,"2,05 €",0.4 g,38 Kcal,161 KJ,0.15 g,4.7 g,3.9 g
Sazonador para burritos Sensation Carrefour 30 g.,"0,99 €",2.2 g,265 Kcal,1108 KJ,20.5 g,54 g,6.4 g
Chocolate cappuccino Nescafé Gold 306 g.,"4,55 €",8.9 g,402 Kcal,1694 KJ,0.84 g,70.2 g,8.0 g
Galleta Chiquilin bañada en chocolate Artiach 200 gr.,"3,19 €",21 g,486 Kcal,2038 KJ,0.23 g,65 g,7.5 g
Chicles sabor menta Trident sin azúcar 56 g.,"2,39 €",0.2 g,171 Kcal,712 KJ,0.02 g,70 g,0.1 g
Pechuga de pollo baja en grasa Serrano sin gluten y sin lactosa 330 g,"3,79 €",2 g,115 Kcal,485 KJ,2.6 g,7 g,11 g
Queso semicurado mezcla García Baquero 200 g.,"4,09 €",34.5 g,416.5 Kcal,1727 KJ,1.8 g,1.5 g,25 g
"Barquillo con crema, avellanas picadas y caramelo cubierto con chocolate Knoppers Nutbar 200 g.","3,25 €",31.8 g,533.0 Kcal,2223.0 KJ,0.35 g,52.5 g,8.4 g
Pizza speciale Ristorante Dr. Oetker 345 g.,"3,89 €",11.0 g,236.0 Kcal,969.0 KJ,1.3 g,23.0 g,11.0 g
Txistorra de Navarra De Nuestra Tierra 220 g,"2,69 €",46 g,486 Kcal,2008 KJ,1.6 g,0 g,18 g
Barrita energética con galleta sabor yogur Victory Endurance 50 g.,"1,99 €",26.0 g,517.0 Kcal,2162.0 KJ,0.2 g,37.0 g,32.0 g
Algodón de azúcar sabores surtidos Fluffy Stuff Charms sin gluten 71 g.,"1,99 €",0.5 g,400.0 Kcal,1689.0 KJ,0.0 g,100.0 g,0.5 g
Aperitivo de patata Spicy BBQ Flame Pringles 160 g.,"2,75 €",29 g,520 Kcal,2171 KJ,1.2 g,58 g,5.2 g
"Atún en aceite de oliva virgen ecológico bi-línea Calvo pack de 3 unidades de 52 g,","4,45 €",20 g,270 Kcal,1121 KJ,1 g,0 g,22 g
Preparado lácteo infantil de crecimiento con cereales y fruta de 12 a 36 meses Puleva Peques 3 pack de 3 unidades de 200 ml.,"1,95 €",3.5 g,89 Kcal,374 KJ,0.11 g,12 g,2.3 g
Jamón Cocido Extra braseado en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,"1,99 €",2.5 g,103 Kcal,433 KJ,1.9 g,1 g,19 g
Salsa barbacoa miel Sweet Baby Ray´s sin gluten 510 g.,"5,39 €",0.5 g,177.0 Kcal,743.0 KJ,1.5 g,41.0 g,1.1 g
Muesli de creales crujientes con frutas deshidratadas Simpl 750 g.,"2,35 €",15 g,447 Kcal,1877 KJ,0.53 g,66 g,8.5 g
Torta de anís 600 g,"3,50 €",9.6 g,327.95 Kcal,1381 KJ,1.04 g,51.07 g,8.51 g
Salsa gaucha Ybarra sin gluten envase 300 ml.,"2,25 €",45.0 g,475.0 Kcal,1962.0 KJ,2.3 g,13.0 g,3.1 g
Leche fermentada azucarada natural Carrefour No Lactosa sin lactosa pack de 4 unidades de 125 g.,"1,50 €",3.5 g,90 Kcal,378 KJ,0.10 g,11 g,3.2 g
Conchitas de patata sabor kétchup Jumpers Vidal 95 g.,"1,36 €",35 g,548 Kcal,2357 KJ,2.1 g,53 g,3.5 g
Vinagre de manzana Ybarra 500 ml.,"2,55 €",0 g,16 Kcal,68 KJ,0.05 g,0.2 g,0.2 g
Galletas mini campurrianas Cuétara 260 g.,"1,20 €",15 g,455 Kcal,1914 KJ,0.63 g,74 g,5 g
Leche entera ecológica Carrefour Bio brik 1 l.,"1,23 €",3.6 g,63 Kcal,264 KJ,0.13 g,4.7 g,3 g
Cuscús grano mediano ecológico Carrefour Bio 500 g.,"1,40 €",2 g,348 Kcal,1457 KJ,0 g,70 g,11 g
Néctar de naranja sin azúcar añadida Carrefour 1 l.,"0,95 €",0.0 g,21 Kcal,91 KJ,0.01 g,5 g,0.3 g
Garbanzo mediano categoría extra Luengo 1 kg.,"3,79 €",5.8 g,348 Kcal,1466 KJ,0.03 g,46 g,21 g
Bombón helado de vainilla con almendras Magnum sin gluten 3 ud.,"3,99 €",17 g,270 Kcal,1129 KJ,0.11 g,25 g,3.9 g
Caramelos de nata Original Werther's 135 g.,"1,99 €",8.6 g,425 Kcal,1797 KJ,1 g,86.7 g,0.3 g
Filetes de caballa del sur en aceite de oliva Ubago 85 g.,"2,85 €",26 g,305 Kcal,1265 KJ,0.89 g,0.6 g,18 g
Menestra de verduras Carrefour Classic' 1 kg.,"1,72 €",,43 Kcal,181 KJ,0.09 g,5.9 g,2.6 g
Lasaña de barbacoa Recetas Artesanas La Cocinera 600 g.,"6,65 €",7.2 g,155 Kcal,649 KJ,0.74 g,15 g,7.2 g
Queso de Mezcla Curado Carrefour Classic cuña de 500 g aprox,"5,82 €",38 g,438 Kcal,1814 KJ,1.9 g,1 g,23 g
Aceitunas verdes manzanilla con hueso De Nuestra Tierra 210 g.,"1,88 €",19 g,180 Kcal,741 KJ,,0 g,1.1 g
"Lote de Embutidos Chorizo y Salchichón Extra 1,100 kg aprox.","20,20 €",36 g,431 Kcal,1787 KJ,4 g,1.4 g,25 g
Natillas de vainilla sin azúcar añadido Reina pack de 4 unidades de 125 g.,"2,15 €",1.9 g,80 Kcal,337 KJ,0.2 g,12.8 g,2.9 g
Preparado lácteo infantil de crecimiento desde los 12 meses en polvo Almirón Advance 3 sin aceite de palma 1200 g.,"22,90 €",19.0 g,453.0 Kcal,1899.0 KJ,0.44 g,59.5 g,9.1 g
Tónica Schweppes botella 20 cl,"1,06 €",0.0 g,11 Kcal,48 KJ,0.02 g,2.4 g,0.0 g
Leche infantil para lactantes en polvo Nestlé Nativa 1 lata 800 g.,"11,89 €",23.5 g,496 Kcal,2077 KJ,,61.5 g,9.5 g
Caldo de verduras ecológico Carrefour sin gluten brik 1 l.,"2,25 €",0.1 g,6 Kcal,26 KJ,0.67 g,1.1 g,0.2 g
Anacardos tostados sin sal añadida Frit Ravich sin gluten 110 g.,"3,29 €",48 g,612 Kcal,2537 KJ,0.02 g,18 g,23 g
Vino tinto tempranillo ecológico El Hayedo D.O.Ca. Rioja 75 cl.,"6,99 €",0.1 g,86 Kcal,356 KJ,0.01 g,2.1 g,0.1 g
Caldo casero de pollo Gallina Blanca sin gluten pack de 4 brik de 1 l.,"7,79 €",0.3 g,5 Kcal,22 KJ,0.75 g,0.2 g,0.4 g
Mermelada de grosella negra Chivers 340 g.,"4,89 €",1.3 g,275.0 Kcal,1168.0 KJ,0.2 g,65.6 g,0.3 g
Aceitunas verdes manzanilla sin hueso Jolca pack de 3 bolsas de 50 g.,"2,09 €",18 g,169 Kcal,695 KJ,4.5 g,0 g,1 g
Batido de cacao Carrefour sin gluten pack de 6 briks de 200 ml.,"1,40 €",1 g,63 Kcal,265 KJ,0.11 g,11 g,2 g
Salchichón de Bellota Ibérica 100% Raza Ibérica de vela Sánchez Romero Carvajal sin gluten 200 g,"8,89 €",44.00 g,504 Kcal,2085 KJ,3.60 g,1.90 g,25.00 g
Cerveza Franziskaner Weissbier Naturtrüb lata 50 cl.,"1,81 €",0 g,43 Kcal,180 KJ,0 g,3.3 g,0.8 g
Filetes de melva con pimiento del piquillo en aceite de oliva Carrefour 65 g.,"1,85 €",9.1 g,171 Kcal,715 KJ,0.50 g,2.0 g,20 g
Pollo relleno asado Carrefour 800 g.,"9,85 €",9.3 g,168 Kcal,703 KJ,1.5 g,1.7 g,19 g
Rabas enharinadas congeladas 500 g,"4,49 €",10 g,177 Kcal,738 KJ,1.3 g,9.7 g,12 g
Papilla infantil desde 6 meses 8 cereales Nutribén Innova zero% 500 g.,"7,75 €",1.9 g,375.0 Kcal,1589.0 KJ,0.01 g,78.4 g,9.0 g
Filetes de anchoa del Cantábrico en aceite de oliva De Nuestra Tierra 55 g.,"6,05 €",6.1 g,173 Kcal,727 KJ,8.3 g,0 g,30 g
Fuet Nobleza El Pozo 200 g.,"2,59 €",42.5 g,482.5 Kcal,1997.5 KJ,4.5 g,6.5 g,18.5 g
Barritas 0% grasa 420 g,"5,95 €",0 g,68 Kcal,289 KJ,1.8 g,8.8 g,8.2 g
Burgermeat de Vacuno Master Lomo Carrefour El Mercado 2x180 g,"4,09 €",8 g,163 Kcal,682 KJ,1.0 g,5.7 g,17 g
Crema casera de espárragos con jamón 100% natural Gallina Blanca sin gluten 500 ml.,"2,09 €",2.2 g,50 Kcal,208 KJ,0.69 g,6.7 g,0.7 g
Galletas Campurrianas con pepitas de chocolate Cuétara 350 g.,"4,29 €",17 g,459 Kcal,1930 KJ,0.54 g,69 g,6.2 g
Galleta dorada sin azúcares añadidos Carrefour 460 g.,"1,78 €",19 g,442 Kcal,1850 KJ,0.55 g,67 g,6.3 g
"Galletas con cereales, vitaminas y calcio Mini Tosta Rica Cuétara 240 g.","2,99 €",16.0 g,460.0 Kcal,1934.0 KJ,0.7 g,72.0 g,6.0 g
Helado de chocolate con virutas Carte D'Or Les Classiques 650 g.,"3,99 €",8.3 g,202 Kcal,845 KJ,0.09 g,27 g,3.3 g
Kétchup Classic Carrefour envase 560 g.,"1,21 €",0.5 g,100 Kcal,423 KJ,1.7 g,22 g,1.3 g
Alubia riñón cocida categoría extra De Nuestra Tierra 400 g.,"1,71 €",0 g,88 Kcal,370 KJ,0.69 g,13 g,6.6 g
Chocolate con leche y almendras sin azúcar añadido Valor sin gluten 180 g.,"3,75 €",39.9 g,523 Kcal,2166 KJ,0.2 g,39 g,11.6 g
Crema de queso clásico ecológico Carrefour Bio 150 g.,"1,37 €",25 g,250 Kcal,1031 KJ,0.50 g,2.8 g,4.5 g
Torreznillos 140 g,"3,75 €",42.79 g,598.0 Kcal,2489.0 KJ,2.15 g,1.29 g,52.0 g
"Yogur sabor coco, fresa, frutos del bosque y macedonia Danone sin gluten pack de 8 unidades de 120 g.","1,99 €",2.2 g,72 Kcal,300 KJ,0.11 g,10.0 g,3.0 g
Helado cookies on cookie dough Ben&Jerry´s 465 ml.,"6,99 €",12 g,230 Kcal,967 KJ,0.12 g,29 g,1.7 g
Pan de perrito Nutrifree sin gluten 65 g.,"3,59 €",6.2 g,275.0 Kcal,1154.0 KJ,1.3 g,51.0 g,2.2 g
"Queso fresco 100% cabra Carrefour Classic' pack de 4 unidades de 62,5 g.","2,89 €",14.0 g,177.0 Kcal,740.0 KJ,1.1 g,2.7 g,10.0 g
L.Casei líquido sabor fresa Carrefour Classic' pack de 12 unidades de 100 g.,"2,40 €",1.4 g,65 Kcal,275 KJ,0.10 g,11 g,2.5 g
Bífidus desnatado con trozos de melocotón Danone Activia sin gluten y sin azúcar añadido pack de 4 unidades de 120 g.,"2,99 €",0.1 g,49 Kcal,207 KJ,0.13 g,6.3 g,4.8 g
Pastas Gullón sin gluten y sin lactosa 200 g.,"3,15 €",16 g,454 Kcal,1906 KJ,0.83 g,72 g,2.4 g
Vino tinto joven tempranillo Carrefour Vendimia Seleccionada V.T. Extremadura 1 l.,"0,99 €",0.50 g,77 Kcal,319 KJ,0.010 g,0.50 g,1 g
Mini galletas de cereales con pepitas de chocolate Milenarios Bowl Chiquilín 230 g.,"2,99 €",16 g,440 Kcal,1846 KJ,0.93 g,62 g,8 g
Chorizo extra cular picante Ezequiel sin gluten y sin lactosa 400 g aprox,"8,25 €",38.67 g,465 Kcal,1928 KJ,2.75 g,2.51 g,26.71 g
Aperitivo de patata Cream & Onion Pringles 185 g.,"2,85 €",30 g,525 Kcal,2191 KJ,1.3 g,56 g,6 g
Papilla multicereales con fruta desde 6 meses ecológico Carrefour Baby Bio 400 g.,"4,05 €",2.4 g,374 Kcal,1585 KJ,0.03 g,75 g,10 g
Hogaza de pan 9 cereales y semillas Recondo 240 g.,"2,45 €",7.5 g,410.0 Kcal,1731.0 KJ,1.1 g,69.0 g,14.0 g
Bebida multifrutas sin azúcares añadidos Granini 1 l.,"2,99 €",0.5 g,40 Kcal,166 KJ,0 g,8.9 g,0.5 g
Preparado lácteo infantil de crecimiento desde 24 meses en polvo Nestlé Nidina 4 lata 800 g.,"17,95 €",21.5 g,483 Kcal,2027 KJ,0.24 g,65.2 g,7.3 g
Grageas de chocolate Lacasitos Lacasa sin gluten pack de 5 unidades de 20 g.,"3,49 €",19.5 g,484 Kcal,2033 KJ,0.18 g,70.4 g,6.0 g
Leche fermentada líquida natural sin azúcar añadido Kaiku Kaikucol Zero sin lactosa pack de 12 unidades de 65 g.,"6,79 €",1.6 g,42 Kcal,175 KJ,0.08 g,3.4 g,2.9 g
Tortitas de arroz con chocolate blanco y frutos rojos Bicentury 184 g.,"2,55 €",18 g,473 Kcal,1989 KJ,0.16 g,70 g,7.2 g
Tarrito de verdura con merluza desde 6 meses ecológico Smileat sin gluten 230 g.,"2,89 €",3.4 g,65.5 Kcal,273.8 KJ,0.0173 g,6 g,2.4 g
Café cappuccino en cápsulas Starbucks Nescafé Dolce Gusto 12 unidades de 10 g.,"4,89 €",20.1 g,449 Kcal,1877 KJ,0.47 g,41.6 g,18.0 g
Miel de bosque de Galicia De Nuestra Tierra 500 g.,"6,95 €",0 g,300 Kcal,1275 KJ,0 g,82.9 g,0.42 g
Eritritol ecológico Naturgreen 500 g.,"7,55 €",0 g,0 Kcal,0 KJ,0 g,100 g,0 g
Refresco Dr. Pepper con gas lata 33 cl.,"1,59 €",0 g,41 Kcal,173 KJ,0 g,10.1 g,0 g
Refresco de limón Trina sin gas lata 33 cl.,"0,72 €",0.0 g,34 Kcal,146 KJ,0.03 g,8.0 g,0.0 g
Barrita de crema de avellanas cubiertas de chocolate con leche Schär sin gluten 30 g.,"1,37 €",33 g,549 Kcal,2292 KJ,0.18 g,55 g,6.8 g
Animales marinos Carrefour Kids 500 g.,"0,81 €",2 g,344 Kcal,1458 KJ,0.03 g,68 g,12 g
Coca Cola zero azúcar zero cafeína pack 12 latas 33 cl.,"10,44 €",0 g,0.2 Kcal,0.9 KJ,0.02 g,0 g,0 g
Azúcar moreno de caña integral Azucarera 800 g.,"2,19 €",0 g,380 Kcal,1615 KJ,0 g,95 g,0 g
Crema de leche y avellanas con cookies Nocilla sin gluten 180 g.,"2,85 €",31 g,549 Kcal,2293 KJ,0.29 g,63 g,4.1 g
"Cerveza Ambar 0,0 sin alcohol lata 33 cl.","0,74 €",0 g,18 Kcal,78 KJ,0.01 g,4.2 g,0 g
Judías verdes planas cortadas Carrefour 360 g.,"1,14 €",,16 Kcal,68 KJ,0.88 g,2.6 g,0.7 g
Leche semidesnatada Central Lechera Asturiana brik 1 l.,"1,14 €",1.55 g,45 Kcal,190 KJ,0.1 g,4.65 g,3.15 g
Harina de trigo repostería Gallo 1 kg.,"1,61 €",2 g,363 Kcal,1537 KJ,0.03 g,75 g,10 g
Gelatina light sabor naranja sin azúcar añadido 0% materia grasa Reina sin gluten pack de 4 unidades de 100 g.,"0,95 €",0 g,9 Kcal,37 KJ,0.2 g,2.2 g,0 g
Freixenet Joven,"7,35 €",0 g,25 Kcal,106 KJ,0.01 g,6 g,0 g
Tiras vegetal Sensation Carrefour 170 g.,"3,39 €",8.5 g,183 Kcal,767 KJ,1.5 g,3.6 g,22 g
Queso mozzarella Galbani sin lactosa 100 g.,"2,29 €",17 g,222 Kcal,921 KJ,0.6 g,0 g,17 g
Yogur frutas con melocotón Extra Carrefour sin gluten pack de 2 unidades de 125 g.,"1,47 €",2.9 g,99.0 Kcal,417.0 KJ,0.1 g,15.0 g,3.1 g
Cerveza Amstel 100% Malta pack 28 latas 33 cl.,"19,32 €",0 g,40 Kcal,167 KJ,0.01 g,3 g,0 g
Crema de setas del bosque con champiñones Knorr 500 ml.,"2,49 €",7.4 g,119 Kcal,496 KJ,1.7 g,10 g,2.3 g
Queso fundido en lonchas El Caserío sin lactosa 185 g.,"2,59 €",18 g,239 Kcal,993 KJ,2.85 g,0.1 g,18 g
Aceite de oliva virgen extra ecológico Carrefour Bio 1 l.,"11,45 €",100 g,900 Kcal,3700 KJ,0 g,0 g,0 g
Pancake sabor a pepitas de chocolate +Protein Prozis 400 g.,"13,09 €",5.40 g,364 Kcal,1523 KJ,2.10 g,23 g,53 g
Garbanzos con verduras Classic Carrefour sin gluten 430 g.,"1,21 €",2.1 g,81 Kcal,339 KJ,0.8 g,10.4 g,3.8 g
Caldo de pollo con verduras Gallina Blanca brick 1 l.,"2,45 €",0.1 g,2 Kcal,7 KJ,0.71 g,0.1 g,0.2 g
Chocolate negro 78% Lindt Excellence 100 g.,"3,25 €",46 g,576 Kcal,2384 KJ,0.05 g,24 g,10 g
Paté suave de hígado de cerdo La Piara sin gluten y sin lactosa pack de 2 unidades de 75 g.,"1,64 €",19 g,214 Kcal,885 KJ,1.8 g,2.8 g,7.4 g
Bizcocho de manzana 400 g,"3,29 €",19 g,404 Kcal,1694 KJ,0.4 g,53.1 g,5.2 g
Papilla infantil desde 6 meses 8 cereales Nestlé sin azúcar añadido 950 g.,"6,85 €",4.6 g,399 Kcal,1687 KJ,0.10 g,76.4 g,10.0 g
Magro de cerdo marinado amarillo Carrefour 500 g,"4,25 €",5.13 g,123.1 Kcal,516.7 KJ,1.18 g,0.75 g,19.09 g
Piña congelada Carrefour 450 g.,"2,39 €",0 g,57 Kcal,241 KJ,0 g,13 g,0 g
Leche infantil de continuación desde 6 meses en polvo Almirón Profutura 2 Duobiotik sin aceite de palma lata 800 g.,"22,90 €",3.2 g,68.0 Kcal,285.0 KJ,,8.1 g,1.4 g
Pizza italiana bacon provolone Carrefour 410 g,"4,75 €",8.7 g,266.0 Kcal,1121.0 KJ,1.3 g,36.0 g,11.2 g
Berberechos al natural 35/45 Classic Carrefour 63 g.,"5,45 €",0.4 g,56 Kcal,238 KJ,1.4 g,4.8 g,8.4 g
Yogur griego natural azucarado Danone sin gluten pack de 4 unidades de 110 g.,"1,49 €",6.3 g,114 Kcal,477 KJ,0.11 g,11.1 g,3.2 g
Empanadilla de atún y pisto 3 ud,"3,00 €",17 g,300 Kcal,1253 KJ,1.1 g,29.3 g,6.5 g
Café molido Crema e Gusto Lavazza pack de 2 unidades de 250 g.,"7,05 €",12.0 g,332.0 Kcal,1371.0 KJ,0.01 g,12.7 g,18.0 g
Cerveza 1906 reserva especial pack 12 botellas 33 cl.,"14,39 €",0 g,53 Kcal,224 KJ,0 g,3.9 g,0 g
Confitura de fresa Hero 330 g.,"2,79 €",0.2 g,201 Kcal,855 KJ,0.0 g,49 g,0.4 g
Patatas fritas sabor ajo y perejil Carrefour 150 g.,"1,73 €",36 g,551 Kcal,2296 KJ,0.7 g,49 g,6.7 g
Gaseosa La Casera cero azúcares y calorías lata 33 cl.,"0,62 €",0.0 g,0.3 Kcal,1.1 KJ,0.10 g,0.0 g,0.0 g
Margarina original Tulipán sin gluten y sin lactosa 400 g.,"2,95 €",59 g,531 Kcal,2183 KJ,0.3 g,0.5 g,0.5 g
Tarrito de crema bechamel con lenguado desde 6 meses Hero Baby 235 g.,"1,70 €",2.5 g,73 Kcal,307 KJ,0.08 g,9.2 g,3 g
"Tarrito de manzana, fresa y arándanos desde 4 meses ecológico Hero Solo sin gluten 120 g.","1,67 €",0.2 g,49 Kcal,207 KJ,0.017 g,10.8 g,0.3 g
Pasion De Bobal Tinto 2021,"10,15 €",0 g,79 Kcal,330 KJ,0 g,0.1 g,0 g
Chocolate negro intenso con naranja Lindt Excellence 100 g.,"3,15 €",34 g,538 Kcal,2240 KJ,0.11 g,47 g,8 g
Brócoli en floretes precocido ultracongeladas Extra Carrefour 675 g.,"2,65 €",,31 Kcal,128 KJ,0.03 g,2.9 g,2.2 g
Nachos clásicos Sensation Carrefour sin gluten 200 g.,"1,20 €",24 g,486 Kcal,2035 KJ,0.97 g,61 g,5.1 g
